worm-eaten [01/'wə:m'i:tn/]	[01* ttừ]\n- bị sâu đục, bị mọt ăn\n- (bóng) cũ kỹ
wow [01/wau/]	[01* dtừ]\n- (Mỹ),(lóng) thành công ly kỳ, thành tựu không chê được\n[02= it's a wow of a show] thật là một biểu diễn hay không chê được\n[01* thán từ]\n- (Mỹ) ôi chao!, ái chà!, chà!
wowser [01/'wauzə/]	[01* dtừ]\n- (Uc) người cuồng đạo (Thanh giáo) 
WP [01/,dʌblju: 'pi:/]	- (vt) [03word processing; word processor]+ sự xử lý văn bản; máy xử lý văn bản
wpb [01/,dʌblju: pi: 'bi:/]	[01* (vt)]\n- (tục) sọt đựng giấy lộn, sọt rác ([03waste-paper basket] ) 
WPC [01/'dʌblju: pi: 'si:/]	- (vt)(Anh) [03woman police constable] + nữ cảnh sát
wpm [01/,dʌblju: pi: 'em/]	- (vt của [03words per minute] ) số từ trên một phút (đánh máy, tốc ký...) 
WPS [01/,dʌblju: pi: 'es/]	- (vt)(Anh) [03woman police sergeant] + nữ hạ sĩ cảnh sát
WRAC [01/,dʌblju: ɑ:r ei 'si:/]	- (thân mật)(vt)(Anh) Woman's Royal Army Corps + đội quân Nữ binh Hoàng gia
wrack [01/ræk/]	[01* dtừ]\n- (thực vật) tảo varêch\n- (như) [03wreckage]\n[02= to go to wrack and ruin](cổ) đổ nát
WRAF [01/,dʌblju: ɑ:r ei 'ef/]	- (thân mật)(vt)(Anh) Woman's Royal Air Force + lực lượng Nữ không quân Hoàng gia
wraith [01/reiθ/]	[01* dtừ]\n- hồn ma
wrangle [01/'ræηgl/]	[01* dtừ]\n- sự cãi nhau\n- cuộc cãi lộn; cuộc ẩu đả\n[01* nđtừ]\n- cãi nhau, cãi lộn; ẩu đả
wrangler [01/'ræηglə/]	[01* dtừ]\n- người cãi nhau, người cãi lộn; người đánh lộn\n- học sinh đỗ nhất kỳ thi toán (ở đại học Căm-brít)\n- (Mỹ),(tục) cao bồi
wrap [01/ræp/]	[01* dtừ]\n- khăn choàng; áo choàng\n[02= evening wrap] áo choàng buổi tối\n- mền, chăn\n[01* ngđtừ]\n- bao, bao bọc, bao phủ, gói, quấn\n[02= to wrap a child in a shawl] quấn một đứa bé trong cái khăn choàng\n[02= the mountain top was wrapped in mist] đỉnh núi bị sương mù bao phủ, đỉnh núi ẩn trong sương\n[02= to wrap paper round] quấn giấy quanh\n- (bóng) bao trùm, bảo phủ\n[02= the affair is wrapped in mystery] bí mật bao trùm lên sự việc ấy\n[02= wrapped in meditation] chìm đắm trong suy tưởng, suy nghĩ trầm ngâm\n[01* nđtừ]\n- bọc trong, nằm trong, quấn trong, gói trong\n- chồng lên nhau, đè lên nhau\n[04! to wrap about (round)]\n- quấn, bọc quanh\n[04! to be wrapped up in]\n- bọc trong, quấn trong\n- bị bao trùm trong (màn bí mật...)\n- thiết tha với, ràng buộc với; chỉ nghĩ đến\n[02= she is wrapped up in her children] chị ta chỉ nghĩ đến các con\n[04! mind you wrap up well]\n- nhớ mặc nhiều quần áo ấm vào
wrappage [01/'ræpidʒ/]	[01* dtừ]\n- sự bọc, sự gói, sự quấn\n- vật bao bọc, vật quấn quanh\n- bao gói, giấy gói
wrapper [01/'ræpə/]	[01* dtừ]\n- tờ bọc (sách) ; băng (tờ báo) ; lá áo (điếu xì gà)\n- người bao gói; giấy gói, vải gói\n- áo choàng đàn bà (mặc trong nhà) 
wrapping [01/'ræpiη/]	[01* dtừ]\n- sự bọc, sự bao, sự gói, sự quấn; sự dán băng (tờ báo)\n- giấy bọc, vải bọc
wrapping-paper [01/'ræpiη'peipə/]	[01* dtừ]\n- giấy gói
wrapt [01/ræpt/]	như [03rapt]
wrasse [01/ræs/]	[01* dtừ]\n- (động vật) cá hàng chài
wrath [01/rɔθ/]	[01* dtừ]\n- sự tức giận, sự phẫn nộ\n[02= slow to wrath] không hay cáu\n[04! vessels (children) of wrath]\n- những kẻ sẽ bị trời tru đất diệt
wrathful [01/'rɔθfl/]	[01* ttừ]\n- tức giận, phẫn nộ
wrathfully [01/'rɔθfəli/]	[01* phtừ]\n- tức giận, phẫn nộ, đầy thịnh nộ
wreak [01/ri:k/]	[01* ngđtừ]\n- làm cho hả, trút (giận...)\n[02= to wreak vengeance upon] trả thù cho hả\n[02= to wreak one's anger on (upon) somebody] trút giận dữ lên đầu ai\n[02= to wreak one's thoughts upon expression] tìm được lời lẽ thích đáng để nói lên ý nghĩ của mình
wreath [01/ri:θ/]	[01* dtừ]\n- vòng hoa; vòng hoa tang\n- luồng (khói) cuồn cuộn; đám (mây) cuồn cuộn\n- (thơ ca) vòng người xem, vòng người nhảy múa
wreathe [01/ri:đ/]	[01* ngđtừ]\n- đặt vòng hoa lên, đội vòng hoa cho; tết hoa quanh (đen & bóng)\n[02= mountain wreathed with clouds] núi có mây vờn quanh\n[02= face wreathed in smiles] mặt tươi cười\n- vấn quanh, quấn chặt\n[02= to wreathe one's arms round someone] ôm chặt ai\n[01* nđtừ]\n- cuộn lại (con rắn)\n- lên cuồn cuộn (khói) 
wreck [01/rek/]	[01* dtừ]\n- sự phá hỏng, sự tàn phá, sự phá hoại; sự sụp đổ\n[02= the storm caused many wrecks] cơn bão đã gây nhiều tàn phá\n[02= to go to wreck] sụp đổ, đổ nát\n[02= the wreck of his hopes] sự sụp đỏ tất cả hy vọng của nó\n- vật đổ nát; gạch vụn\n[02= to search the corpses among the wrecks] tìm xác chết trong đống gạch vụn\n- (hàng hải) xác tàu chìm; tàu chìm\n- vật trôi giạt\n[02= shores are strewn with wrecks] bờ biển đầy những vật trôi giạt\n- người suy nhược, người tàn phế\n[02= he is the wreck of his former self] nó chỉ còn là một con người tàn phế không còn phong độ xưa nữa\n[01* ngđtừ]\n- làm hỏng, phá hoại, làm tan vỡ, làm sụp đổ (hy vọng) ; làm thất bại (đen & bóng)\n[02= to wreck someone's hope] làm sụp đổ hy vọng của ai\n[02= to wreck a plan] làm thất bại một kế hoạch\n- (hàng hải) làm đắm (tàu)\n- lầm trật đường ray; làm đổ (ô tô) ; phá huỷ (một toà nhà)\n[01* nđtừ]\n- bị sụp đổ, bị tan vỡ (hy vọng...)\n- đắm, chìm, bị đánh đắm (tàu)\n- bị làm trật đường ray; bị đổ (ô tô) 
wreckage [01/'rekidʒ/]	[01* dtừ] ((cũng) [03wrack] )\n- (hàng hải) vật trôi giạt\n- vật đổ nát; mảnh vỡ
wrecker [01/'rekə/]	[01* dtừ]\n- người phá hoại, người tàn phá\n- người làm đắm tàu; người cướp bóc đồ đạc trên tàu đắm; người âm mưu gây đắm tàu để cướp đồ đạc; người thu hồi tàu đắm\n- người làm nghề đi phá dỡ nhà\n- (ngành đường sắt) công nhân đội sửa chữa\n- người (tàu) vớt những vật trôi giạt; người (xe) thu dọn những vật đổ nát (sau một tai nạn) 
wrecking [01/'rekiη/]	[01* dtừ]\n- (Mỹ) sự cứu tàu chìm\n- sự sửa ô tô hỏng máy
wren [01/ren/]	[01* dtừ]\n- (động vật) chim hồng tước\n- (Mỹ),(lóng) con gái; gái giang hồ, gái điếm\n- (Wren)((vt) của [03Women's Royal Naval Service] ) thành viên nữ hải quân Hoàng gia (Anh) 
wrench [01/rent∫/]	[01* dtừ]\n- sự vặn mạnh, sự xoắn; sự giật mạnh\n- sự trật, sự sái (chân, mắt cá)\n[02= he gave a wrench to his ankle] anh ta trật mắt cá\n- nỗi đau đớn khổ sở (do bị chia lìa, do có người thân phải đi xa lâu)\n- (kỹ) chìa vặn đai ốc\n[01* ngđtừ]\n- vặn mạnh, xoắn; giật mạnh\n[02= to wrench the door open] giật toang cửa\n- (y) làm trật, làm sái (mắt cá...)\n- làm trẹo đi, làm trệch đi, làm sai đi (nghĩ một từ) ; xuyên tạc, bóp méo (sự việc, sự thật...) 
wrest [01/rest/]	[01* dtừ]\n- sự vặn mạnh\n- (âm nhạc) chìa khoá lên dây\n[01* ngđtừ]\n- (+[04 from, out of]) giật mạnh\n[02= to wrest a sword out of someone's hand] giật mạnh thanh kiếm khỏi tay ai\n- vặn mạnh\n- (bóng) cố moi ra, cố rút ra\n[02= to wrest a confession] cố moi ra một lời thú tội\n[02= to wrest back] giành lại (tự do...)\n- làm sai, làm trệch (nghĩa một từ) ; xuyên tạc, bóp méo (sự thật...) 
wrestle [01/'resl/]	[01* dtừ]\n- cuộc đấu vật\n- (bóng) sự vật lộn; cuộc đấu tranh gay go\n[01* nđtừ]\n- (thể thao) vật, đánh vật\n[02= to wrestle with] đánh vật với\n[02= to wrestle together] đánh vật với nhau\n- (bóng) vật lộn với, chiến đấu chống, chống lại\n[02= to wrestle with difficulties] vật lộn với những khó khăn\n[02= to wrestle with a habit] chống lại một thói quen
wrestler [01/'reslə/]	[01* dtừ]\n- (thể thao) đô vật
wrestling [01/'resliη/]	[01* dtừ]\n- (thể thao) sự đấu vật\n- (bóng) sự vật lộn với, sự chiến đấu chống lại
wretch [01/ret∫/]	[01* dtừ]\n- người khổ sở, người cùng khổ; người bất hạnh\n- kẻ hèn hạ, kẻ đê tiện, kẻ khốn nạn\n- (tục) thằng bé, con bé\n[02= poor little wretch!] tội nghiệp thằng bé!
wretched [01/'ret∫id/]	[01* ttừ]\n- khốn khổ, cùng khổ; bất hạnh\n[02= a wretched life] cuộc sống cùng khổ\n- xấu, tồi, đáng chê\n[02= wretched weather] thời tiết xấu\n[02= wretched food] thức ăn tồi\n[02= a wretched poet] thi sĩ tồi\n- thảm hại, quá tệ\n[02= a wretched mistake] một lỗi thảm hại\n[02= the wretched stupidity of...] sự ngu đần thảm hại của...
wretchedly [01/'ret∫idli/]	[01* phtừ]\n- khốn khổ, rất bất hạnh, cùng khổ, đáng thương\n- làm đau khổ, gây ra sự bất hạnh, gây ra sự khổ sở\n- rất xấu, rất tồi, có chất lượng rất kém\n- (tục) tồi tệ, thảm hại; đáng ghét (dùng để biểu lộ sự bực mình) 
wretchedness [01/'ret∫idnis/]	[01* dtừ]\n- sự nghèo khổ, sự cùng khổ; sự bất hạnh\n- tính chất xấu, tính chất tồi\n- tính chất thảm hại, tính chất quá tệ
wrick [01/rik/]	[01* dtừ]\n- sự trật (mắt cá...) ; sự vẹo (cổ)\n[01* ngđtừ]\n- làm trật, làm trẹo, làm sái; làm vẹo\n[02= to wrick one's ankle] bị trật mắt cá\n[02= to wrick one's back] bị vẹo lưng
wriggle [01/'rigl/]	[01* dtừ]\n- sự quằn quại, sự bò quằn quại
wriggler [01/'riglə/]	[01* dtừ]\n- (động vật) bọ gậy (của muỗi)\n- người luồn lách
wright [01/rait/]	[01* dtừ]\n- (hiếm) thợ, người làm\n[02= the wheel must go to the wright for repair] cái bánh xe cần phải đưa cho thợ chữa
wring [01/riη/]	như [03wrung]
wringer [01/'riηə/]	[01* dtừ]\n- máy vắt (áo quần, vải) 
wringing [01/'riηiη/]	như [03wringing wet]
wringing wet [01/'riηiη'wet/]	[01* ttừ]\n- ướt sũng (quần áo quá ướt đến mức có thể vắt ra nhiều nước) 
wrinkle [01/'riηkl/]	[01* dtừ]\n- (tục) ngón; lời mách nước\n[02= to put somebody up to a wrinkle] mách nước cho ai\n- (Mỹ),(tục) hàng mới; mốt mới\n[02= the latest wrinkle] hàng mới nhất; mốt mới nhất, kiểu mới nhất\n[01* dtừ]\n- vết nhăn (da)\n- gợn sóng (trên mặt nước)\n- nếp (quần áo)\n- (địa) nếp gấp\n[01* ngđtừ]\n- nhăn, cau\n[02= to wrinkle (up) one's forehead] nhăn trán\n[02= to wrinkle one's brow] cau mày\n- làm nhàu\n[02= to wrinkle a dress] làm nhàu cái áo\n[01* nđtừ]\n- nhăn (da), cau lại (mày)\n- nhàu (quần áo) 
wrinkled [01/'riηkld/]	[01* ttừ]\n- nhăn, nhăn nheo\n- gợn sóng lăn tăn\n- nhàu (quần áo) 
wrinkling [01/'riηkliη/]	[01* dtừ]\n- sự nhăn; nếp nhăn\n- sự gấp nếp; nếp gấp
wrinkly [01/'riηkli/]	[01* ttừ]\n- nhăn nheo\n- gợn sóng\n- gấp nếp; nhàu
wrist [01/rist/]	[01* dtừ]\n- cổ tay\n- cổ tay áo\n- (thể thao) cú đánh bằng cổ tay
wristband [01/'ristbænd/]	[01* dtừ]\n- cổ tay áo\n- miếng da bao cổ tay (để khỏi trật gân) 
wrist-bone [01/'rist'boun/]	[01* dtừ]\n- (phẫu) xương cổ tay
wrist-joint [01/'rist'dʒɔint/]	[01* dtừ]\n- (phẫu) khớp cổ tay
wristlet [01/'ristlit/]	[01* dtừ]\n- vòng tay, xuyến\n- dây đồng hồ đeo tay
wrist-pin [01/'rist'pin/]	[01* dtừ]\n- (kỹ) ngõng (trục) 
wrist-watch [01/'rist'wɔt∫/]	[01* dtừ]\n- đồng hồ đeo tay
writ [01/rit/]	[01* dtừ]\n- (pháp lý) lệnh; giấy đòi; trát\n[02= a writ of arrest] lệnh bắt, trát bắt\n[02= a writ of attachment] lệnh tịch biên\n[04! Holy (Sacred) Writ]\n- (tôn giáo) kinh thánh\n[01* (cổ) thời quá khứ & động tính từ quá khứ của] [03write] 
write [01/rait/]	[01* nđtừ] [02wrote], (cổ) [02writ; written]\n- viết\n[02= to write legibly] viết rõ\n- viết thư, giao dịch thư từ\n[02= to write to someone] viết thư cho người nào\n- viết văn, viết sách\n[02= to write for a living] sống bằng nghề viết sách\n- (Mỹ) làm thư ký\n[01* ngđtừ wrote, (cổ) writ; written, (cổ) writ]\n- viết\n[02= to write a good hand] viết tốt, viết đẹp\n- viết, thảo ra, soạn\n[02= to write a novel] viết một tiểu thuyết\n[02= to write an account] thảo một bản báo cáo\n- điền vào; viết vào\n[02= to write a form] điền vào một mẫu khai\n- (bóng) lộ ra\n[02= innocence is written on his face] sự vô tội lộ rõ trên nét mặt anh ta\n[04! to write back]\n- viết thư trả lời\n[04! to write down]\n- ghi\n- tả, mô tả như là\n- viết bài chỉ trích (người nào, vở kịch...)\n- (thương nghiệp) giảm bớt (vốn)\n[04! to write for (in)]\n- viết (báo)\n[04! to write off]\n- thảo nhanh, viết một mạch (bản tường thuật một sự kiện)\n- xoá bỏ ở sổ (nợ không đòi được)\n- (qsự) gạch tên đi (ở bảng phiên chế)\n[02= two battalions were written off] hai tiểu đoàn đã bị gạch tên đi\n- viết và gửi thư\n[02= to write off for something] viết thư hỏi mua cái gì\n[04! to write out]\n- chép toàn bộ, sao lại toàn bộ\n[02= to write out fair] chép vào bản sạch\n- viết\n[02= to write out a cheque] viết một séc\n[02= to write oneself out] viết hết ý, hết ý để viết\n[04! to write uo]\n- viết tường tận (một bản báo cáo) ; viết một bài báo về\n- (thương nghiệp) ghi, vào (sổ)\n- (tục) viết bài ca tụng tán dương\n- bổ sung (nhật ký...) đẻ bảo đảm tính thời gian
write-in [01/'rait(') in/]	[01* dtừ]\n- việc bầu cho người không có tên trong danh sách bầu cử\n- người ứng cử bổ sung
write-off [01/'rait'ɔ:f/]	[01* dtừ]\n- (tục) sự bỏ đi\n- đồ bỏ đi
writer [01/'raitə/]	[01* dtừ]\n- nhà văn; tác giả\n- người viết, người thảo (bức thư, văn kiện)\n[02= good writer] người viết chữ tốt\n- người thư ký\n- sách dạy viết (một ngôn ngữ nào)\n[02= French writer] sách dạy viết tiếng Pháp\n[04! writer's cramp]\n- sự tê tay vì viết nhiều
writer's cramp [01/'raitəs'kræmp/]	[01* dtừ]\n- sự mỏi tay, sự cứng đờ; cái đau của tay (do viết nhiều) 
write-up [01/'rait'ʌp/]	[01* dtừ]\n- (lóng) bản báo cáo, bản tường thuật
writhe [01/raiđ/]	[01* dtừ]\n- sự quặn đau, sự quằn quại\n[01* nđtừ]\n- quặn đau, quằn quại\n[02= to writhe in anguish] quằn quại trong sự đau khổ\n- (bóng) uất ức, bực tức; đau đớn\n[02= to writhe under (at) an insult] uất ức vì bị sỉ nhục\n[01* ngđtừ]\n- làm quặn đau, làm quằn quại
writing [01/'raitiη/]	[01* dtừ]\n- sự viết, sự viết tay, sự viết lách\n[02= to be busy in writing] bận viết\n- kiểu viết, lối viết; chữ viết\n- bản viết tay; bản ghi chép, tài liệu\n[02= the evidence was put down in writing] bằng chứng được ghi bằng tài liệu giấy tờ\n- tác phẩm, sách, bài báo\n[02= the writings of Shakespeare] tác phẩm của Sếch-xpia\n- nghề viết sách, nghề viết văn, nghiệp bút nghiên\n- thuật viết, thuật sáng tác\n[04! the writing on the wall]\n- điềm gở
writing-cabinet [01/'raitiη,kæbinit/]	[01* dtừ]\n- văn phòng
writing-case [01/'raitiη'keis/]	[01* dtừ]\n- túi đựng đồ viết lách
writing-desk [01/'raitiη'desk/]	[01* dtừ]\n- bàn viết, bàn giấy
writing-ink [01/'raitiη'iηk/]	[01* dtừ]\n- mực viết
writing-paper [01/'raitiη'peipə/]	[01* dtừ]\n- giấy viết\n- giấy viết thư
writing-table [01/'raitiη'teibl/]	[01* dtừ]\n- bàn viết
written [01/'ritn/]	[01* động tính từ quá khứ của] [03write]\n[01* ttừ]\n- viết ra, được thảo ra; tren giấy tờ, thành văn bản
WRNS	- (vt)(Anh) [03Woman's Royal Naval Service] + đội Nữ Hải quân Hoàng gia
