wine-stone [01/'wain'stoun/]	[01* dtừ]\n- cáu rượu (ở đáy thùng) 
wiredrawing [01/'waiə,drɔ:iη/]	[01* dtừ]\n- (kỹ) sự kéo sợi (kim loại)\n- (bóng) sự gọt giũa quá tỉ mỉ (văn chưng, nghị luận) sự chẻ sợi tóc làm tư
wiredrawn	như [03wiredrew]
wiredrew	[01* ngđtừ wiredrew; wiredrawn]\n- (kỹ) kéo (kim loại) thành sợi\n- (bóng) gọt giũa quá tỉ mỉ (văn chưng, nghị luận) ; chẻ sợi tóc làm tư
wire-glass [01/'waiəgla:s/]	[01* dtừ]\n- kính cốt thép
wire-haired [01/'waiə'heəd/]	[01* ttừ]\n- có lông cứng (chó...) 
wireless [01/'waiəlis/]	[01* ttừ]\n- không dây, rađiô\n[02= wireless set] máy thu thanh, rađiô, đài\n[01* dtừ]\n- rađiô\n[02= to send a message by wireless] gửi một bức điện bằng rađiô\n[02= to give a talk on the wireless] nói chuyện trên đài rađiô\n[01* đtừ]\n- đánh điện bằng rađiô\n[02= to wireless a meassage] đánh một bức điện bằng rađiô
wire-maker [01/'waiə'meikə/]	[01* dtừ]\n- người kéo (kim loại) thành sợi
wireman [01/'waiəmən/]	[01* dtừ] s/n [02wiremen]\n- thợ bắt đường dây
wire-mat [01/'waiə'mæt/]	[01* dtừ]\n- cái thm chùi chân bằng lưới sắt
wire-netting [01/'waiə'netiη/]	[01* dtừ]\n- lưới sắt, lưới thép
wirephoto [01/'waiə,foutou/]	[01* dtừ]\n- (Mỹ) điện báo truyền nh
wirepuller [01/'waiə,pulə/]	[01* dtừ]\n- (chính trị) người giật dây
wire-stitch [01/'waiəstit∫/]	[01* ngđtừ]\n- cột chặt bằng dây thép
wire-tap [01/'waiə'tæp/]	[01* nđtừ]\n- nghe trộm dây nói (bằng cách mắc ống nghe vào đường dây) 
wire-tapping [01/'waiə'tæpiη/]	[01* dtừ]\n- sự nghe trộm dây nói (bằng cách mắc ống nghe vào đường dây) 
wire-walker [01/'waiə,wɔ:kə/]	[01* dtừ]\n- diễn viên (xiếc) đi trên dây
wirework [01/'waiəwə:k/]	[01* dtừ]\n- kỹ thuật kéo sợi (kim loại)\n- lưới sắt
wire-worm [01/'waiə'wə:m/]	[01* dtừ]\n- sâu ăn lá
wire-wove [01/'waiəwouv/]	[01* ttừ]\n- có vết bóng nòng khuôn (giấy) 
wiriness [01/'waiərinis/]	[01* dtừ]\n- tính chất cứng (của tóc)\n- tính lanh lnh, tính sang sng (của tiếng nói)\n- (y) tình trạng yếu ớt (của mạch)\n- tính dẻo bền\n- (bóng) tính dẻo dai, tính chất gầy nhưng đanh người
wiring [01/'waiəriη/]	[01* dtừ]\n- (rađiô) sự lắp ráp\n- (kỹ) sự chằng lưới sắt\n- (điện học) sự đặt đường dây; hệ thống dây điện
wiry [01/'waiəri/]	[01* ttừ]\n- cứng (tóc)\n- lanh lnh, sang sng (tiếng nói)\n- (y) hình chỉ, chỉ (mạch)\n- dẻo bền\n- dẻo dai, gầy nhưng đanh người\n[02= a wiry person] người dẻo dai
wisdom [01/'wizdəm/]	[01* dtừ]\n- tính khôn ngoan\n- sự từng tri, sự lịch duyệt\n- kiến thức, học thức, sự hiểu biết, sự thông thái
wisdom-teeth [01/'wizdəm'ti:θ/]	- dtừ s/nh của [03wisdom-tooth]
wisdom-tooth [01/'wizdəm'tu:θ/]	[01* dtừ]\n- răng khôn
wise [01/waiz/]	[01* ttừ]\n- khôn, khôn ngoan\n- có kinh nghiệm, từng tri, hiểu biết, lịch duyệt\n[02= to grow wiser] có nhiều kinh nghiệm hn\n[02= with a wise wink of the eye] với cái nháy mắt hiểu biết\n[02= to get wise to] hiểu, nhận thức được\n[02= he came away none the wiser (as wise as he went)] no cũng chẳng biết gì hn trước\n- thông thạo\n[02= to look wise] có vẻ thông thạo\n- uyên bác\n[02= a wise man] một người uyên bán\n- (Mỹ),(lóng) láu, ma lanh, tài xoay\n[02= wise guy] người tài xoay\n[04! to put wise]\n- xem [03put]\n[04! where ignorance is bliss, 'tis folly to be wise]\n- xem [03ignorance]\n[04! wise after the event]\n- khôn ra thì chậm mất rồi\n[01* nđtừ]\n- (+[04 up])(Mỹ),(lóng) bạo dạn hn, mạnh dạn hn\n- tỉnh ngộ, biết lầm, khôn ra hn\n[01* dtừ]\n- (cổ) cách, lối\n[02= in solemn wise] một cách long trọng\n[02= in any wise] dù bằng cách nào\n[02= in no wise] không có cách nào
wise guy [01/'waiz'gai/]	[01* dtừ]\n- (tục) kẻ hợm đời (kẻ nói hoặc cư xử làm như anh ta biết nhiều hơn người khác) 
wise woman [01/'waiz'wumən/]	[01* dtừ (cổ)]\n- mụ phù thuỷ\n- mụ thầy tướng\n- bà đỡ, bà mụ
wiseacre [01/'waiz,eikə/]	[01* dtừ]\n- người ngu mà hợm mình, người ngu mà hay lên mặt dạy đời
wisecrack [01/'waizkræk/]	[01* dtừ]\n- (Mỹ),(tục) lời châm biếm tế nhị; nói dí dỏm
wisehead [01/'waizhed/]	[01* dtừ]\n- (mỉa) làm bộ thông minh, kẻ tự cho mình hơn người
wisewoman [01/'waiz'wumən/]	[01* dtừ]\n- mụ phù thủy; bà cốt\n- bà lang; bà đỡ; bà mụ
wish [01/wi∫/]	[01* dtừ]\n- lòng mong muốn, lòng ao ước; lòng thèm muốn\n[02= to express a wish] tỏ lòng mong ước\n[02= to have a great wish to] ước ao được\n- ý muốn; lệnh\n[02= in obedience to your wishes] theo lệnh của ông\n- điều mong ước, nguyện vọng\n[02= to have one's wish] ước gì được nấy\n- (số nhiều) lời chúc\n[02= with best wishes] với những lời chúc mừng tốt đẹp nhất\n[01* ngđtừ]\n- muốn, mong, hy vọng\n[02= I wish to say] tôi muốn nói\n[02= it is to be wished that...] mong rằng...\n- chúc\n[02= to wish someone well] chúc cho ai gặp điều tốt lành\n[02= to wish happiness to] chúc hạnh phúc cho\n[01* nđtừ]\n- mong ước, ước ao; thèm muốn\n[02= to wish for] ước ao\n[04! to wish something upon somebody]\n- (tục) gán cho ai cái gì
wishbone [01/'wi∫boun/]	[01* dtừ]\n- chạc xương đòn (xương chạc nằm khoảng giữa cổ và ngực của gia cầm) 
wisher [01/'wi∫ə/]	[01* dtừ]\n- người mong muốn, người ao ước (điều gì)\n- người cầu chúc
wishful [01/'wi∫fl/]	[01* ttừ]\n- thèm muốn ao ước; ước mong, mong muốn\n[02= wishful look] con mắt thèm muốn\n[04! that's a piece of wishful thinking]\n- (tục) đó chỉ là lấy ước m làm sự thật
wishing [01/'wi∫iη/]	[01* dtừ]\n- sự mong muốn, sự ao ước\n- sự chúc mừng; lời chúc tụng
wishing-bone [01/'wi∫iηboun/]	[01* dtừ]\n- chạc xưng đòn (của chim) 
wish-wash	[01* dtừ]\n- đồ uống nhạt (rượu, trà, cà phê lo ng)\n- câu chuyện nhạt phèo
wishy-washy [01/'wi∫i,wɔ∫i/]	[01* ttừ]\n- nhạt, lo ng (rượu, cà phê...)\n- nhạt phèo (câu chuyện) 
wisp [01/wisp/]	[01* dtừ]\n- nắm, mớ, búi\n[02= a wisp of hair] nắm tóc\n[02= a wisp of straw] mớ rm\n- (bóng) làn (khói)\n[02= a wisp of smoke] làn khói\n- (động vật) bầy chim bay\n[02= a wisp of snipe] bầy chim dẽ giun\n[04! little (mere) wisp of a man]\n- (tục) oắt con, đồ nh i nhép; người lùn tịt
wispy [01/'wispi/]	[01* ttừ]\n- như làn, như dải, thành làn, thành dải; mỏng manh, lưa thưa
wistaria [01/wi'stiəriə/]	[01* dtừ]\n- (thực vật) cây đậu tía
wisteria [01/wi'stiəriə/]	[01* dtừ]\n- <thực> cây đậu tía (một trong nhiều loại cây leo có thân gỗ và hoa chùm dài rũ xuống màu trắng hoặc tím nhạt) 
wistful [01/'wistfl/]	[01* ttừ]\n- có vẻ thèm muốn, có vẻ khao khát\n[02= a wistful expression] vẻ thèm muốn khao khát\n- có vẻ ngẫm nghĩ, có vẻ đăm chiêu\n[02= wistful eyes] mắt đăm chiêu
wistfully [01/'wistfəli/]	[01* phtừ]\n- bâng khuâng, đăm chiêu; nuối tiếc, buồn bã\n- có vẻ thèm muốn, có vẻ khao khát
wistfulness [01/'wistfənis/]	[01* dtừ]\n- sự bâng khuâng, sự đăm chiêu; sự nuối tiếc, sự buồn bã\n- sự có vẻ thèm muốn, sự có vẻ khao khát
wit [01/wit/]	[01* dtừ]\n- trí, trí thông minh, trí sáng suốt, trí tuệ, trí khôn\n[02= not to have the wit(s) to] không đủ trí thông minh để\n[02= at one's wit's end] hết lý, hết phưng, hoàn toàn không biết nghĩ thế nào\n[02= out of one's wits] điên, mất trí khôn; thần hồn nát thần tính, quá sợ\n[02= to collect one's wits] bình tĩnh lại, trấn tĩnh lại\n[02= to keep (have) one's wits about one] tinh mắt, sáng suốt; kịp thời\n- (số nhiều) mưu kế\n[02= to live by one's wits] dùng tài xoay để sống, xoay xở để sống từng bữa\n- sự hóm hỉnh, sự dí dỏm\n- người hóm hỉnh, người dí dỏm\n[01* đtừ]\n- (cổ) biết\n[04! to wit]\n- nghĩa là, tức là
witch [01/'wit∫/]	[01* dtừ]\n- mụ phù thuỷ\n- mụ già xấu xí\n- người đàn bà quyến rũ\n[01* ngđtừ]\n- mê hoặc, làm mê hồn\n- quyến rũ, làm say đắm
witch-broom [01/'wit∫'brum/]	[01* dtừ]\n- chổi phép (của mụ phù thuỷ) 
witchcraft [01/'wit∫krɑ:ft/]	[01* dtừ]\n- ma thuật, phép phù thuỷ\n- sức mê hoặc, sức quyến rũ (của nụ cười, sắc đẹp...) 
witch-doctor [01/'wit∫'dɔktə/]	[01* dtừ]\n- phù thuỷ lang băm, thầy mo
witchery [01/'wit∫əri/]	[01* dtừ]\n- ma thuật, phép phù thuỷ\n- sự mê hoặc, sự quyến rũ; sức quyến rũ
witch-hazel [01/'wit∫'heizl/]	như [03wych-hazel]
witch-hunt [01/'wit∫'hʌnt/]	[01* dtừ]\n- sự lùng tìm và diệt những người nghi là phù thủy\n- <bóng> cuộc điều tra để khủng bố những người không theo chính phái, cuộc điều tra để khủng bố những người có quan điểm không phổ biến
witch-hunting [01/'wit∫,hʌntiη/]	[01* dtừ]\n- (Mỹ),(lóng) sự khủng bố những đối thủ chính trị (chủ yếu là những người cộng sn) 
witching [01/'wit∫iη/]	[01* ttừ]\n- (thuộc) ma thuật, (thuộc) phép phù thuỷ\n[02= the witching time (hour) of night] canh khuya (lúc mà các mụ phù thuỷ dở thuật tà ma)\n- có sức quyến rũ, làm say mê
wite	- viết
with [01/wiđ/]	[01* gtừ]\n- với, cùng, cùng với\n[02= to argue with someone] c i lý với ai\n[02= a kettle with a lid] một cái ấm với một cái vung\n[02= to be with someone on a point] đồng ý với người nào về một điểm\n[02= to rise with the sun] dậy sớm\n- có\n[02= the man with the long beard] người (có) râu dài\n[02= with young] có chửa (thú)\n[02= with child] có mang (người)\n- ở, ở ni\n[02= it's a habit with him] ở anh ta đấy là một thói quen\n[02= he lives with us] nó ở nhà chúng tôi, nó ở với chúng tôi\n- bằng\n[02= to welcome with smiles] đón tiếp bằng những nụ cười\n[02= with all my might] bằng (với) tất c sức lực của tôi\n[02= killed with a bayonet] bị giết bằng lưỡi lê\n- về, về phần\n[02= the decision rests with you] quyết định là về phần anh\n[02= to be pleased with] bằng lòng về\n- vì\n[02= sick with love] ốm (vì) tưng tư\n- đối với\n[02= with him, money is not important] đối với anh ta, tiền bạc không quan trọng\n- mặc dầu\n[02= with all his weaknesses I like him] mặc dầu tất c những nhược điểm của anh ta, tôi vẫn thích anh ta\n- cũng như\n[02= to think with someone] cũng nghĩ như ai\n- nay mà, lúc mà, trong khi\n[02= what is to become him with both his parents gone] nay cha mẹ nó đ mất c rồi, thì nó sẽ ra sao\n[04! away with it!]\n- xem [03away]\n[04! to be with it]\n- tài xoay, giỏi xoay\n[04! out with]\n- xem [03out] 
withal [01/wi'đɔ:l/]	[01* phtừ]\n- (cổ) cũng, đồng thời, hn nữa, v lại\n[01* gtừ]\n- (cổ) với, lấy\n[02= what shall he fill his belly withal?] nó sẽ lấy gì bỏ vào bụng?
withdraw [01/wiđ'drɔ:; wiθ'drɔ:/]	như [03withdrew]
withdrawal [01/wiđ'drɔ:əl/]	[01* dtừ]\n- sự rút khỏi\n- sự rút ra\n- sự rút quân\n- sự rút lui (ý kiến)\n- (pháp lý) sự rút (đn kiện...)\n- (pháp lý) sự huỷ bỏ; sự thu hồi (sắc lệnh...) 
withdrawn [01/wiđ'drɔ:n/]	như [03withdrew]
withdrew	[01* ngđtừ withdrew; withdrawn]\n- rút, rút khỏi\n[02= to withdraw the hand from the pocket] rút tay ra khỏi túi\n- rút, rút lui\n[02= to withdraw troops from a position] rút quân khỏi một vị trí\n[02= to withdraw a sum of money] rút một số tiền ra\n[02= to withdraw a child from school] cho một đứa bé thôi học\n- rút, rút lại\n[02= to withdraw an accusation] rút một lời tố cáo\n- (pháp lý) sự huỷ bỏ; sự thu hồi\n[02= to withdraw an order] huỷ bỏ một lệnh; huỷ bỏ một đn đặt hàng\n- kéo (màn)\n[01* nđtừ]\n- rút lui (khỏi một ni)\n[02= after dinner they withdrew] sau bữa com họ rút lui\n- (qsự) rút quân\n- ra, rút ra\n[02= to withdraw from a society] rút ra khỏi một hội
withe [01/wiθ/]	[01* dtừ] s/n [02withes, withs]\n- (như) [03withy] 
wither [01/'wiđə/]	[01* ngđtừ]\n- làm héo, làm tàn úa; làm teo\n[02= a withered arm] cánh tay bị teo\n- làm khô héo, làm cho héo hắt đi\n[02= grief has withered his heart] những nỗi sầu muộn làm khô héo tâm can anh ta\n- làm cho bối rối\n[02= to wither someone with a look] nhìn ai làm cho người ta bối rối\n[01* nđtừ]\n- héo, tàn, úa (cây cối, hoa)\n- héo mòn, tiều tuỵ (người) ; tàn tạ (sắc đẹp) ; tiêu tan (hy vọng...) 
withering [01/'wiđəriη/]	[01* ttừ]\n- héo, tàn úa (cây cỏ, hoa lá...)\n- làm khô héo, làm héo hắt\n- làm bối rối\n[02= a withering look] một cái nhìn làm bối rối
withers [01/'wiđəz/]	[01* dtừ s/n]\n- u vai (ngựa)\n[04! my withers are unwrung]\n- tôi không hề nao núng, tôi vẫn thn nhiên (mặc dù lời buộc tội...) 
withershins [01/'wiđə∫inz/]	[01* phtừ]\n- (Ê-cốt) ngược chiềm kim đồng hồ
withheld	như [03withhold]
